port_locode,country_code,location_code,port_name,function,status,coordinates
AUBOO,AU,BOO,Booby Island,1-3-----,RL,1036S 14155E
AUBOT,AU,BOT,Boort,1----6--,RL,3607S 14343E
AUBOU,AU,BOU,Boundary Bend,1----6--,RL,3442S 14309E
AUBOV,AU,BOV,Blacktip Terminal,1-------,RL,1424S 12921E
AUBOY,AU,BOY,Boyer,1----6--,RL,4250S 14718E
AUBPO,AU,BPO,Bridport,1-3-----,RL,4100S 14724E
AUBRR,AU,BRR,Berrys Creek,1----6--,RL,3825S 14604E
AUBRT,AU,BRT,Bathurst Island,1--4----,AI,
AUBSA,AU,BSA,Brighton-Le-Sands,1----6--,RL,3357S 15109E
AUBTB,AU,BTB,Botany Bay,1-------,AC,
AUBUC,AU,BUC,Burketown,1-34----,AI,1744S 13932E
AUBUL,AU,BUL,Bulli,1-3-----,RL,3418S 15055E
AUBUS,AU,BUS,Busselton,1-------,AC,
AUBUV,AU,BUV,Buffalo Venture,1-------,AC,
AUBUY,AU,BUY,Bunbury,1--4----,AC,
AUBVD,AU,BVD,Belvidere,1----6--,RL,3518S 13856E
AUBWB,AU,BWB,Barrow Island,1--4----,AC,
AUBWI,AU,BWI,Bulwer,1-------,RL,2704S 15322E
AUBWT,AU,BWT,Burnie,1--4----,AC,
AUBYP,AU,BYP,Beauty Point,1-------,AC,
AUBYY,AU,BYY,Bushy Park,1----6--,RL,3752S 14702E
AUC8R,AU,C8R,Cromer,1-------,RL,3446S 13900E
AUCAL,AU,CAL,Caloundra Head,1-------,AC,
AUCAP,AU,CAP,Capalaba,1-3-----,RL,2731S 15311E
AUCAR,AU,CAR,Carina Heights,1-------,RL,2730S 15305E
AUCBA,AU,CBA,Corio Bay,1-------,AC,3807S 14426E
AUCBO,AU,CBO,Carboor,1----6--,RL,3638S 14633E
AUCBR,AU,CBR,Canberra,12345---,AA,
AUCCU,AU,CCU,Cape Cuvier,1-------,AC,
AUCDN,AU,CDN,Clarendon,1-------,RL,3507S 13838E
AUCFS,AU,CFS,Coffs Harbour,1--4----,AC,
AUCHA,AU,CHA,Chatswood,1-3-----,RL,
AUCHB,AU,CHB,Catherine Hill Bay,1-------,AC,
AUCHE,AU,CHE,Chermside,1-------,RL,2723S 15310E
AUCHV,AU,CHV,Challis Venture (oil terminal),1-------,AC,1207S 12501E
AUCLF,AU,CLF,Carlingford,1-------,RL,3347S 15103E
AUCLL,AU,CLL,Collan Islands,1-------,AC,
AUCLM,AU,CLM,Claremont,123-5---,RL,3159S 11547E
AUCLN,AU,CLN,Cape Leeuwin,1-------,AC,
AUCLR,AU,CLR,Clarence River,1-------,AC,
AUCLT,AU,CLT,Cape Lambert,1-------,AC,
AUCMB,AU,CMB,Cambridge,1----6--,RL,4250S 14727E
AUCMO,AU,CMO,Como,1----6--,RL,3400S 15104E
AUCMP,AU,CMP,Camperdown,1-------,RL,3353S 15110E
AUCN6,AU,CN6,Chinderah,1-3-----,RL,2814S 15333E
AUCNS,AU,CNS,Cairns,1--4----,AC,
AUCNW,AU,CNW,Coonawarra,1----6--,RL,3718S 14049E
AUCOO,AU,COO,Coomera,123-----,RL,2753S 15318E
AUCOP,AU,COP,Cossack Pioneer (oil terminal),1-------,AC,1935S 11627E
AUCOU,AU,COU,Coolum,1----6--,RL,2633S 15305E
AUCOW,AU,COW,Cowaramup,1----6--,RL,3352S 11505E
AUCPN,AU,CPN,Cape Preston,1-------,AC,
AUCPR,AU,CPR,Coorparoo,1----6--,RL,2730S 15303E
AUCQP,AU,CQP,Cape Flattery,1-------,AI,
AUCRF,AU,CRF,Crafers,1----6--,RL,3500S 13842E
AUCRL,AU,CRL,Coral Bay,1-------,RL,2308S 11346E
AUCRS,AU,CRS,Coral Sea,1--4----,RL,1905S 15054E
AUCRU,AU,CRU,Cronulla,1----6--,RL,3403S 15109E
AUCRV,AU,CRV,Coromandel Valley,1----6--,RL,3503S 13837E
AUCST,AU,CST,Coldstream,1----6--,RL,3743S 14522E
AUCTE,AU,CTE,Cottesloe,1----6--,RL,3200S 11546E
AUCTH,AU,CTH,Thevenard Island,1-------,RL,2127S 11459E
AUCTI,AU,CTI,Cockatoo Island,1-------,RL,1606S 12337E
AUCTN,AU,CTN,Cooktown,1--4----,AC,
AUCTT,AU,CTT,Cottles Bridge,1----6--,RL,3738S 14513E
AUCUN,AU,CUN,Caufield North,1-------,RL,3752S 01451E
AUCVL,AU,CVL,Clovelly,1-------,RL,3354S 15115E
AUCVN,AU,CVN,Cleveland,1-3--6--,RL,2732S 15316E
AUCVQ,AU,CVQ,Carnarvon,1--4----,AC,
AUCVS,AU,CVS,Caversham,1----6--,RL,3153S 11558E
AUDA5,AU,DA5,Twowells,1-3-----,RL,3436S 13830E
AUDAA,AU,DAA,Darra,1-------,AC,
AUDAL,AU,DAL,Dalton,1-----7-,RL,3443S 14911E
AUDAM,AU,DAM,Dampier,1-------,AC,
AUDAR,AU,DAR,Dardanup,1----6--,RL,3324S 11545E
AUDFE,AU,DFE,Longwood,1-------,RL,
AUDGA,AU,DGA,Tea Gardens,1-------,RL,3240S 15209E
AUDHI,AU,DHI,Dhipirrinjura,1-------,RL,1215S 13505E
AUDIA,AU,DIA,Diamond Creek,1----6--,RL,3740S 14509E
AUDIL,AU,DIL,Cowandilla,1----6--,RL,3455S 13833E
AUDIT,AU,DIT,Dalrymple Islet,1-------,RL,0936S 14318E
AUDLP,AU,DLP,Arndell Park,123-----,RL,3347S 15052E
AUDON,AU,DON,Cape Don,1-------,RL,1119S 13145E
AUDPO,AU,DPO,Devonport,1--4----,AC,
AUDRB,AU,DRB,Derby,1--4----,AC,
AUDRW,AU,DRW,Darwin,12345---,AC,1227S 13050E
AUDRY,AU,DRY,Drysdale,1----6--,RL,3810S 14434E
AUDSW,AU,DSW,Padstow,123-----,RL,3357S 15102E
AUEDB,AU,EDB,Edithburgh,1-------,AC,
AUEDE,AU,EDE,Eden Valley,1----6--,RL,3439S 13906E
AUELB,AU,ELB,Elizabeth Bay,1-------,RL,1154S 13633E
AUELE,AU,ELE,Electrona,1-------,AC,
AUELT,AU,ELT,Eltham,1----6--,RL,3744S 14509E
AUEPR,AU,EPR,Esperance,1--4----,AC,
AUEVL,AU,EVL,Evans Landing,1-3-----,RL,1240S 14151E
AUEXM,AU,EXM,Exmouth Gulf,1--4----,AI,
AUFIN,AU,FIN,Findon,1----6--,RL,3454S 13832E
AUFIS,AU,FIS,Fisherman Islands,123-----,UR,
AUFLD,AU,FLD,Frankland,1----6--,RL,3422S 11404E
AUFLN,AU,FLN,Flynn,1----6--,RL,3810S 14641E
AUFRE,AU,FRE,Fremantle,1--4----,AC,
AUFRY,AU,FRY,Port Fairy,1-------,RL,3822S 14214E
AUFWT,AU,FWT,Freshwater,1----6--,RL,3346S 15117E
AUGBT,AU,GBT,Garbutt,1-3-----,RL,1916S 14646E
AUGEE,AU,GEE,George Town,1--4----,AC,
AUGEM,AU,GEM,Gembrook,1----6--,RL,3757S 14533E
AUGET,AU,GET,Geraldton,1--4----,AC,
AUGEX,AU,GEX,Geelong,1--4----,AC,
AUGLL,AU,GLL,Glebe Island,123-----,UR,
AUGLT,AU,GLT,Gladstone,1--4----,AC,
AUGOA,AU,GOA,Goolwa,1-34----,RL,3530S 13847E
AUGOH,AU,GOH,Gove Harbour,1-------,RL,1213S 13640E
AUGOI,AU,GOI,Goods Is,1-------,AC,
AUGOR,AU,GOR,Gordon,1----6--,RL,3735S 14406E
AUGOV,AU,GOV,Gove,1--4----,AC,
AUGRB,AU,GRB,Gravelly Beach,1----6--,RL,4118S 14658E
AUGRH,AU,GRH,Greenhead,1-------,AC,
AUGRK,AU,GRK,Greenock,1----6--,RL,3428S 13855E
AUGRU,AU,GRU,Gruyere,1----6--,RL,3744S 14527E
AUGRV,AU,GRV,Griffin Venture (oil terminal),1-------,AC,2113S 11438E
AUGTE,AU,GTE,Groote Eylandt,1--4----,AC,
AUGTW,AU,GTW,Great Western,1----6--,RL,3709S 14251E
AUGTY,AU,GTY,Kingsford,1----6--,RL,
AUGUM,AU,GUM,Gumeracha,1----6--,RL,3450S 13853E
AUGUR,AU,GUR,The Gurdies,1----6--,RL,3822S 14533E
AUHAH,AU,HAH,Hahndorf,1----6--,RL,3502S 13848E
AUHAM,AU,HAM,Hampton,1-------,RL,3820S 14515E
AUHAS,AU,HAS,Hastings,1-------,RL,3818S 14515E
AUHBA,AU,HBA,Hobart,1-345---,AC,4252S 14718E
AUHBE,AU,HBE,Heatherbrae,1----6--,RL,3247S 15144E
AUHDD,AU,HDD,Hoddles Creek,1----6--,RL,3750S 14535E
AUHFR,AU,HFR,Henderson,1---5---,RL,3210S 11546E
AUHNK,AU,HNK,Hinchinbrook Island,1--4----,AC,1823S 14617E
AUHOT,AU,HOT,Hope Tun,1-------,AC,
AUHPP,AU,HPP,Happy Valley,1----6--,RL,3505S 13832E
AUHPT,AU,HPT,Hay Point,1-------,AC,
AUHTH,AU,HTH,Heathcote,1----6--,RL,3655S 14443E
AUHTT,AU,HTT,Halletts Cove,1----6--,RL,3504S 13830E
AUHWD,AU,HWD,Hanwood,1----6--,RL,3420S 14602E
AUHYI,AU,HYI,Hardy Island,1-------,UR,
AUIGF,AU,IGF,Ingle Farm,1----6--,RL,3450S 13838E
AUIPS,AU,IPS,Ipswich,1-------,AC,
AUIRY,AU,IRY,Irymple,1----6--,RL,3415S 14210E
AUJML,AU,JML,Laurieton,1----6--,RL,3139S 15248E
AUJOV,AU,JOV,Jabiru Venture (oil terminal),1-------,RL,
AUKAN,AU,KAN,Kangarilla,1----6--,RL,3509S 13839E
AUKAY,AU,KAY,Kayena,1----6--,RL,4111S 14653E
AUKEI,AU,KEI,Keith,1----6--,RL,3606S 14021E
AUKGC,AU,KGC,Kingscote,1--4----,AC,
AUKIB,AU,KIB,King Bay,1-------,AC,
AUKIT,AU,KIT,Kingston,1-------,AC,
AUKJH,AU,KJH,Welland,1-------,RL,3454S 13832E
AUKLL,AU,KLL,Maryknoll,1-------,RL,3855S 14536E
AUKLP,AU,KLP,Klein Point,1-------,AC,
AUKNG,AU,KNG,Kensington Gardens,1----6--,RL,3492S 13866E
AUKOI,AU,KOI,Koolan Island,1-------,AC,
AUKRB,AU,KRB,Karumba,1-34----,AC,1729S 14050E
AUKTR,AU,KTR,Katherine,1--4----,AC,
AUKUR,AU,KUR,Kurnell,1-------,AC,
AUKWI,AU,KWI,Kwinana,1-------,AC,
AULAB,AU,LAB,Lady Barron,1-------,AC,
AULAN,AU,LAN,Langarra,1-------,RL,1205S 13521E
AULDH,AU,LDH,Lord Howe Is,1--4----,AC,
AULEN,AU,LEN,Lakes Entrance,1-3-----,RL,3753S 14759E
AULGT,AU,LGT,Legendre Terminal,1-------,AC,
AULKU,AU,LKU,Torrensville,1-------,RL,
AULME,AU,LME,Bangholme,1-------,RL,
AULMQ,AU,LMQ,Lake Macquarie,1-3-----,RL,3304S 15136E
AULOW,AU,LOW,Lisarow,123-----,RL,3323S 15122E
AULST,AU,LST,Launceston,1--4----,AC,
AULUB,AU,LUB,Lucky Bay,1-------,RL,3341S 13655E
AULUC,AU,LUC,Lucinda,1-------,AC,
AULYD,AU,LYD,Lilydale,123--6--,RL,3745S 14522E
AUMAR,AU,MAR,Marrickville,123--6--,RL,3355S 15110E
AUMBH,AU,MBH,Maryborough,1--4----,AC,
AUMBY,AU,MBY,Maribyrnong,1----6--,RL,3747S 14453E
AUMDC,AU,MDC,Mordialloc,123-----,RL,3801S 14505E
AUMEL,AU,MEL,Melbourne,12345---,AC,3749S 14458E
AUMHW,AU,MHW,Mount Hawthorn,1----6--,RL,3155S 11550E
AUMIB,AU,MIB,Milner Bay,1-------,AC,
AUMID,AU,MID,Midland,1-3-----,RL,3153N 11559W
AUMIL,AU,MIL,Milperra,1-3-----,RL,
AUMKY,AU,MKY,Mackay,1-34----,AC,2109S 14912E
AUMLI,AU,MLI,Melville Island,1-------,AC,1133S 13056E
AUMLL,AU,MLL,Mooloolaba,1-3-5---,RL,2641S 15308E
AUMOK,AU,MOK,Moorook,1-3-----,RL,3417S 14021E
AUMON,AU,MON,Montara Field,1-------,RL,1265S 12405E
AUMOU,AU,MOU,Mourilyan,1-------,AC,
AUMOW,AU,MOW,Mowbray Heights,123-----,RL,4123S 14708E
AUMQI,AU,MQI,Macquarie Island,1-------,AC,5429S 15856E
AUMRK,AU,MRK,Macquarie Park,1----6--,RL,3346S 15107E
AUMRS,AU,MRS,Melrose,1-------,AC,
AUMWA,AU,MWA,Mulwala,123-----,RL,3600S 14600E
AUNB2,AU,NB2,North Bridge,1----6--,RL,3348S 15113E
AUNEQ,AU,NEQ,Nericon,1-3-----,RL,3412S 14602E
AUNGH,AU,NGH,Nganhurra,1-----7-,RL,2129S 11400E
AUNHU,AU,NHU,Nhulunbuy,1-------,RL,1211S 13647E
AUNIV,AU,NIV,Ningaloo Vision,1-------,RL,2124S 11405E
AUNLK,AU,NLK,New Norfolk,1-3-----,RL,4247S 14704E
AUNSB,AU,NSB,Broke,1----6--,RL,3245S 15106E
AUNTE,AU,NTE,Northern Endeavour,1-------,AC,
AUNTL,AU,NTL,Newcastle,1--4----,AI,
AUOKF,AU,OKF,Oak Flats,1----6--,RL,3433S 15049E
AUONS,AU,ONS,Onslow,1-34----,AI,2139S 11506E
AUOSB,AU,OSB,Osborne Island,1-------,AC,
AUP6D,AU,P6D,Aspendale,1-3-----,RL,3802S 14506E
AUPAE,AU,PAE,Port Adelaide,1-------,AC,
AUPAG,AU,PAG,Paddington,1----6--,RL,3353S 15113E
AUPAL,AU,PAL,Palmerston,1-------,RL,1228S 13050E
AUPAU,AU,PAU,Port Arthur,1-------,AC,
AUPBN,AU,PBN,Port of Brisbane,123--6--,RL,2723S 15310E
AUPBT,AU,PBT,Port Botany,123-----,AC,
AUPBY,AU,PBY,Port Bonython,1-------,AC,
AUPCT,AU,PCT,Port Curtis,1-------,AC,
AUPDI,AU,PDI,Port Denison,1-3-----,RL,2916S 11456E
AUPEL,AU,PEL,Pelican Point,123-----,AC,
AUPEN,AU,PEN,Pendle Hills,1----6--,RL,3348S 15057E
AUPER,AU,PER,Perth,12345---,AC,3157S 11551E
AUPEX,AU,PEX,Exmouth,1-------,AC,
AUPGI,AU,PGI,Port Giles,1-------,AC,
AUPHE,AU,PHE,Port Hedland,1--4----,AC,
AUPHP,AU,PHP,Point Henry Pier/Melbourne,12------,RL,3807S 14426E
AUPHR,AU,PHR,Prahran,1-3-----,RL,3751S 14500E
AUPHU,AU,PHU,Port Huon,1-------,AC,
AUPIC,AU,PIC,Picton,1----6--,RL,3411S 15036E
AUPIS,AU,PIS,Phillip Island,1-34----,RL,3829S 14514E
AUPJK,AU,PJK,Port Jackson,1-3-----,AC,
AUPKL,AU,PKL,Port Kembla,1--4----,AC,
AUPKY,AU,PKY,Port Kenny,1-------,RL,3310S 13441E
AUPLA,AU,PLA,Port Latta,1-------,AC,
AUPLO,AU,PLO,Port Lincoln,1--4----,AC,
AUPMK,AU,PMK,Palm Island,1--4----,AC,
AUPOR,AU,POR,Port Melbourne,1-------,RL,3750S 14456E
AUPPI,AU,PPI,Port Pirie,1--4----,AC,
AUPQQ,AU,PQQ,Port Macquarie,1--4----,AC,
AUPRB,AU,PRB,Proper Bay,1-------,AC,
AUPRC,AU,PRC,Price,1-------,AC,
AUPSM,AU,PSM,Point Samson,1-------,AC,
AUPST,AU,PST,Port Stanvac,1-------,AC,
AUPSY,AU,PSY,Port Stanley,1-------,AC,
AUPTD,AU,PTD,Port Dalrymple,1-------,UR,
AUPTI,AU,PTI,Port Douglas,1--4----,AC,
AUPTJ,AU,PTJ,Portland,1--4----,AC,
AUPTL,AU,PTL,Port Alma,1-------,AC,
AUPTW,AU,PTW,Port Willunga,1----6--,RL,3516S 13827E
AUPUG,AU,PUG,Port Augusta,1--4----,AC,
AUPWI,AU,PWI,Point Wilson,1-------,AC,
AUPWL,AU,PWL,Port Walcott,1-------,AC,
AUPWR,AU,PWR,Port Warrender,1-------,AC,
AUPYE,AU,PYE,Pyrenees,1----6--,RL,3705S 14329E
AUPYR,AU,PYR,Pyrmont,1-3-----,RL,3352S 15111E
AUPYT,AU,PYT,Pleystowe,1-------,RL,2109S 14901E
AUQDN,AU,QDN,Eden,1--4----,AC,
AURAB,AU,RAB,Rapid Bay,1-------,AC,
AURAF,AU,RAF,Raffles Bay,1-------,RL,1116S 13223E
AURBU,AU,RBU,Roebourne,1--4----,AC,
AURCM,AU,RCM,Richmond,1--4----,AC,
AURDN,AU,RDN,Risdon,1-3-----,AC,
AURDS,AU,RDS,Rhodes,123-----,RL,3350S 15105E
AUREV,AU,REV,Revesby,123-----,RL,3357S 15100E
AURLL,AU,RLL,Reynella,1----6--,RL,3606S 13832E
AURNB,AU,RNB,Rosslyn Bay,1-3-----,RL,2310S 15047E
AUROB,AU,ROB,Robe,1-------,RL,3711S 13945E
AUROK,AU,ROK,Rockhampton,1--4----,AC,
AUROZ,AU,ROZ,Rozelle,1-3--6--,RL,3351S 15110E
AURTS,AU,RTS,Rottnest Island,1--4----,AC,
AURYP,AU,RYP,Rocky Point,1-------,RL,3330S 12359E
AUSBN,AU,SBN,South Brisbane,1-3--6--,RL,2728S 15301E
AUSCL,AU,SCL,Clare,1----6--,RL,3350S 13836E
AUSCY,AU,SCY,Scoresby,1-3-----,RL,3754S 14513E
AUSGT,AU,SGT,Sandgate,1----6--,RL,3252S 15142E
AUSHB,AU,SHB,Shark Bay,1-------,AC,
AUSHC,AU,SHC,Crux,1-----7-,RL,1257S 12426E
AUSKA,AU,SKA,Skardon River,1-------,RL,1145S 14201E
AUSKV,AU,SKV,Skua Venture (oil terminal),1-------,AC,
AUSKY,AU,SKY,Skye,1----6--,RL,
AUSMR,AU,SMR,Seventeen Mile Rocks/Brisbane,1----6--,RL,2733S 15257E
AUSMT,AU,SMT,Saladin Marine Terminal,1-------,AC,
AUSOL,AU,SOL,Shea Oak Log,1----6--,RL,3431S 13849E
AUSPB,AU,SPB,Spring Bay,1-------,AC,
AUSPO,AU,SPO,Spreyton,123--6--,RL,4113S 14621E
AUSRN,AU,SRN,Strahan,1--4----,AC,
AUSSH,AU,SSH,Sellicks Hill,1-------,RL,
AUSTA,AU,STA,Stanley,1-------,AC,
AUSTG,AU,STG,Stag Platform,1-------,AC,
AUSTR,AU,STR,South Trees,123-----,RL,2354S 15117E
AUSUH,AU,SUH,Surry Hills,123-----,RL,3353S 15113E
AUSWR,AU,SWR,South West Rocks,1-------,AC,
AUSYD,AU,SYD,Sydney,12345---,AC,3351S 15112E
AUSYL,AU,SYL,Sylvania,1-------,RL,3401S 15106E
AUT3P,AU,T3P,Port Hacking,1-3-----,RL,3404S 15108E
AUTHE,AU,THE,Thevenard,1-------,AC,
AUTHS,AU,THS,Tweed Heads South,1-3--6--,RL,2812S 15332E
AUTIS,AU,TIS,Thursday Island,1--4----,AC,
AUTOB,AU,TOB,Towford Bay,1-------,AC,
AUTOL,AU,TOL,Toombul,1----6--,RL,2724S 15303E
AUTOR,AU,TOR,Toronto,1----6--,RL,3300S 15136E
AUTRB,AU,TRB,Trial Bay,1-------,AC,
AUTRD,AU,TRD,Tooradin,1-3-----,RL,3813S 14523E
AUTRI,AU,TRI,Troughton Island,1--4----,RL,1345S 12608E
AUTSV,AU,TSV,Townsville,1--4----,AI,
AUTTS,AU,TTS,Blackmans Bay,1-3-----,RL,4259S 14719E
AUULA,AU,ULA,Ulladulla,1-------,RL,3521S 15025E
AUULT,AU,ULT,Ultimo,1-3-----,RL,
AUUMB,AU,UMB,Umbakumba,1-------,RL,1351S 13648E
AUURN,AU,URN,Urangan,1-------,AC,
AUUSL,AU,USL,Useless Loop,1-------,AC,
AUVAR,AU,VAR,Varanus Island,1-------,AC,
AUVGH,AU,VGH,Van Gogh Terminal,1-------,RL,2124S 11405E
AUVIB,AU,VIB,Boronia,1-------,RL,
AUVIC,AU,VIC,Newtown,1-3-----,RL,3742S 14339E
AUVIT,AU,VIT,Wishart,1-------,RL,
AUWAL,AU,WAL,Wallaroo,1-------,AC,
AUWAZ,AU,WAZ,Warwick,1--4----,AC,
AUWBT,AU,WBT,Woollybutt (Oil facility),1-----7-,RL,2103S 11452E
AUWEI,AU,WEI,Weipa,1--4----,AC,
AUWEP,AU,WEP,Westernport,1-------,AC,
AUWHL,AU,WHL,Welshpool,1-34----,AC,3840S 14626E
AUWIH,AU,WIH,Wingham,1-------,RL,3152S 15222E
AUWMB,AU,WMB,Warrnambool,1--4----,AC,
AUWNB,AU,WNB,Withnell Bay,1-3-----,RL,2035S 11647E
AUWNT,AU,WNT,Wandoo Terminal,1-------,AC,
AUWOO,AU,WOO,Woolloomooloo,1-3-----,RL,3352S 15113E
AUWOT,AU,WOT,Wonthaggi,1-------,AC,
AUWRB,AU,WRB,Werribee,123-----,RL,3754S 14439E
AUWSI,AU,WSI,Whitsunday Island,1-------,RL,2015S 14901E
AUWSN,AU,WSN,Warners Bay,1-3-----,RL,3258S 15139E
AUWTN,AU,WTN,Webberton,123-5---,RL,2845S 11437E
AUWTW,AU,WTW,Waterways,1----6--,RL,3800S 14507E
AUWWP,AU,WWP,Wentworth Point,1----6--,RL,3350S 15104E
AUWYA,AU,WYA,Whyalla,1--4----,AC,
AUWYN,AU,WYN,Wyndham,1--4----,AC,
AUYAM,AU,YAM,Yampi,1-------,AC,
AUYBA,AU,YBA,Yamba,1-------,RL,
AUYRR,AU,YRR,Yarra Junction,1-------,RL,3747S 14537E
AUZBO,AU,ZBO,Bowen,1--4----,AC,
AWAUA,AW,AUA,Aruba,1--4----,AI,1230N 06958W
AWBAR,AW,BAR,Barcadera,1-------,RL,1229N 06959W
AWBUS,AW,BUS,Bushiribana,1-34----,RL,1233N 06958W
AWDEU,AW,DEU,Druif,1-------,RL,
AWORJ,AW,ORJ,Oranjestad,1---5---,AI,
AWSNL,AW,SNL,Sint Nicolaas,1-------,AI,
AXMHQ,AX,MHQ,Maarianhamina (Mariehamn),1--4----,AI,6006N 01957E
AXMHQ,AX,MHQ,Mariehamn (Maarianhamina),1--4----,AI,6006N 01957E
AZALA,AZ,ALA,Alat,1-3-----,AM,3957N 04924E
AZBAK,AZ,BAK,Baku,12-45---,AI,
AZKMZ,AZ,KMZ,Khachmaz,1----6--,RL,4159N 04735E
AZQDG,AZ,QDG,Qaradag,123-----,RL,4015N 04936E
AZSHI,AZ,SHI,Shirvan,1-3-----,RL,3955N 04855E
AZSUQ,AZ,SUQ,Sumqayit,1-3-----,RL,4035N 04940E
BA4CA,BA,4CA,Cazin,1-3-----,RL,4458N 01556E
BABIR,BA,BIR,Biracevac,1-3-----,RL,
BADOJ,BA,DOJ,Domaljevac,1----6--,RL,4503N 01834E
BAFOJ,BA,FOJ,Fojnica,1----6--,RL,4357N 01754E
BAJBA,BA,JBA,Jablanica,1----6--,RL,4339N 01745E
BAMAG,BA,MAG,Maglaj,123-----,RL,4432N 01805E
BANEM,BA,NEM,Neum,1----6--,RL,4255N 01737E
BASMT,BA,SMT,Sanski Most,1----6--,RL,4446N 01640E
BAVGS,BA,VGS,Vogosca,1----6--,RL,4354N 01821E
BAZNK,BA,ZNK,Zvornik,123-----,RL,4423N 01906E
BBBGI,BB,BGI,Bridgetown,1--45---,AI,
BBSTM,BB,STM,Saint Michael,1----6--,RL,1307N 05936W
BDASJ,BD,ASJ,Ashuganj,1-------,RL,2402N 09101E
BDBNP,BD,BNP,Benapole,1-------,RL,2303N 08854E
BDBZL,BD,BZL,Barisal,1--4----,AI,
BDCGP,BD,CGP,Chattogram,1--45---,AI,2220N 09150E
BDCHL,BD,CHL,Chalna,1-------,QQ,
BDKHL,BD,KHL,Khulna,1-------,AI,
BDMGL,BD,MGL,Mongla,1-------,RL,
BDMUN,BD,MUN,Munshiganj,1-------,RL,2333N 09032E
BDNAR,BD,NAR,Narayanganj,123-----,QQ,
BDPAY,BD,PAY,Payra Port,1-------,AA,2156N 09016E
BDPCR,BD,PCR,Panchashar,1----6--,RL,2334N 09030E
BDPGN,BD,PGN,Pangaon,1-3-----,RL,2339N 09027E
BE7PD,BE,7PD,Athis,1-3-----,RL,5022N 00346E
BE9IR,BE,9IR,Eben-Emael,1-3-----,RL,5048N 00540E
BEAAB,BE,AAB,Aalst,1-3-----,RN,5056N 00402E
BEAAL,BE,AAL,Aalter,1-3-----,RN,5105N 00327E
BEABK,BE,ABK,Albertkanaal ports,1-------,AI,
BEADK,BE,ADK,Adinkerke,1-3-----,RN,5104N 00236E
BEAEJ,BE,AEJ,Arendonk,1-3-----,RN,5119N 00505E
BEAFN,BE,AFN,Afsnee,1-3-----,RN,5102N 00340E
BEAGT,BE,AGT,Argenteau,1-3-----,RN,5042N 00542E
BEAHE,BE,AHE,Antheit,1-3-----,RN,5033N 00513E
BEAMY,BE,AMY,Amay,1-3-----,RN,5033N 00519E
BEANB,BE,ANB,Angleur,123-----,RN,5037N 00535E
BEAND,BE,AND,Andenne,1-3-----,RL,5029N 00506E
BEANH,BE,ANH,Anhée,1-3-----,RN,5019N 00453E
BEANR,BE,ANR,Antwerpen,12345---,AI,5113N 00425E
BEAPL,BE,APL,Appels,1-3-----,RN,5102N 00404E
BEAPS,BE,APS,Ampsin,1-3-----,RN,5032N 00517E
BEAPT,BE,APT,Appelterre-Eichem,123-----,RL,5049N 00358E
BEASP,BE,ASP,Asper,1-3-----,RN,5055N 00339E
BEASR,BE,ASR,Anseremme,1-3-----,RN,5015N 00454E
BEAST,BE,AST,Astene,1-3-----,RL,5059N 00333E
BEATH,BE,ATH,Ath,123-----,RN,5037N 00346E
BEATO,BE,ATO,Antoing,1-3-----,RN,5034N 00327E
BEAVE,BE,AVE,Annevoie,1-3-----,RN,5020N 00450E
BEAVG,BE,AVG,Anvaing,1-3-----,RL,
BEAVL,BE,AVL,Avelgem,1-3-----,RN,5046N 00326E
BEAVS,BE,AVS,Auvelais,1-3-----,RN,5027N 00437E
BEBAI,BE,BAI,Baillonville,1----6--,RL,5017N 00520E
BEBAN,BE,BAN,Ben-Ahin,1-3-----,RN,5031N 00510E
BEBAT,BE,BAT,Battel,1-3-----,RN,5103N 00427E
BEBAZ,BE,BAZ,Bazel,1-3-----,RN,5109N 00418E
BEBBG,BE,BBG,Blankenberge,1-3-----,RN,5119N 00308E
BEBCM,BE,BCM,Berchem,123-----,RL,5047N 00330E
BEBCR,BE,BCR,Bellecourt,1-3-----,RN,5029N 00415E
BEBDU,BE,BDU,Baudour,1-3-----,RN,5029N 00349E
BEBER,BE,BER,Beerse,1-3-----,RN,5119N 00452E
BEBGK,BE,BGK,Balgerhoek,123-----,RL,5112N 00331E
BEBGN,BE,BGN,Briegden,1-3-----,RN,5052N 00537E
BEBGS,BE,BGS,Brugge (Bruges),123-----,RN,5113N 00314E
BEBHE,BE,BHE,Boekhoute,1-3-----,RN,5115N 00343E
BEBHR,BE,BHR,Bléharies,1-3-----,RN,5031N 00324E
BEBHU,BE,BHU,Buggenhout,1-3-----,RN,5101N 00412E
BEBLE,BE,BLE,Balen,1-3-----,RN,5110N 00509E
BEBLO,BE,BLO,Beloeil,1-3-----,RN,5033N 00343E
BEBLT,BE,BLT,Blaton,1-3-----,RN,5030N 00339E
BEBMB,BE,BMB,Boortmeerbeek,123-----,RL,5059N 00434E
BEBNU,BE,BNU,Berneau,1-3-----,RN,5045N 00544E
BEBO2,BE,BO2,Bougnies,1-3-----,RL,5023N 00356E
BEBOA,BE,BOA,Bas-Oha,1-3-----,RN,5031N 00511E
BEBOC,BE,BOC,Bocholt,1-3-----,RN,5110N 00535E
BEBOM,BE,BOM,Boom,123-----,RN,5105N 00422E
BEBON,BE,BON,Bornem,1-3-----,RN,5106N 00414E
